Código,Nome,Nome (Inglês),Nome Científico,Grupo,Marca
C0267A,"Sanduíche, misto quente, pão francês, c/ presunto e queijo muçarela","Sandwich, french bread, with ham and mozzarella cheese",,Cereais e derivados,
C0266A,"Sanduíche, misto quente, pão francês, c/ presunto, queijo muçarela, c/ maionese","Sandwich, french bread, with ham, mozzarella cheese, with mayonnaise",,Cereais e derivados,
C0265A,"Sanduíche, misto quente, pão francês, c/ presunto, queijo muçarela, c/ manteiga","Sandwich, whole wheat bread, with ham, mozzarella cheese, with butter",,Cereais e derivados,
C0268A,"Sanduíche, misto quente, pão francês, c/ presunto, queijo muçarela, c/ manteiga","Sandwich, french bread, with ham, mozzarella cheese, with butter",,Cereais e derivados,
C0270A,"Sanduíche, misto quente, pão francês, c/ presunto, queijo muçarela, c/ margarina","Sandwich, french bread, with ham, mozzarella cheese, with margarine",,Cereais e derivados,
C0473A,"Sanduíche, pão branco tradicional, c/ cream cheese","Sandwich, white bread, with cream cheese",,Cereais e derivados,
C0474A,"Sanduíche, pão branco tradicional, c/ peito de peru defumado","Sandwich, white bread, with breast turkey smoked",,Cereais e derivados,
C0472A,"Sanduíche, pão branco tradicional, c/ requeijão","Sandwich, white bread, with spread cheese",,Cereais e derivados,
C0877A,"Sanduíche, pão de milho, c/ presunto e queijo processado","Sandwich, corn bread, with ham and processed cheese",,Cereais e derivados,
C0491A,"Sanduíche, pão forma integral, c/ alface, tomate, atum em conserva e maionese","Sandwich, wheat whole bread, with lettuce, tomato, canned tuna and mayonnaise",,Cereais e derivados,
C0767A,"Sanduíche, pão forma integral, c/ alface, tomate, cenoura e pepino","Sandwich, whole wheat bread, with lettuce, tomato, carrot and cucumber",,Cereais e derivados,
C0763A,"Sanduíche, pão forma integral, c/ alface, tomate, cenoura, c/ molho de iogurte","Sandwich, whole wheat bread, with lettuce, tomato, carrot, with yogurt sauce",,Cereais e derivados,
C0500A,"Sanduíche, pão forma integral, c/ alface, tomate, sardinha em conserva e maionese","Sandwich, wheat whole bread, with lettuce, tomato, canned sardine and mayonnaise",,Cereais e derivados,
C0476A,"Sanduíche, pão forma integral, c/ cream cheese","Sandwich, whole wheat bread, with cream cheese",,Cereais e derivados,
C1085A,"Sanduíche, pão forma integral, c/ manteiga, c/ sal",,,Cereais e derivados,
C1086A,"Sanduíche, pão forma integral, c/ manteiga, s/ sal",,,Cereais e derivados,
C01083A,"Sanduíche, pão forma integral, c/ margarina, c/ sal",,,Cereais e derivados,
C1084A,"Sanduíche, pão forma integral, c/ margarina, s/ sal",,,Cereais e derivados,
C0452A,"Sanduíche, pão forma integral, c/ peito de frango grelhado, alface americana, cenoura crua e tomate","Sandwich, wheat whole bread, with breast chicken grilled, iceberg (crisphead) lettuce, raw carrot and tomato",,Cereais e derivados,
C0325A,"Sanduíche, pão forma integral, c/ peito de frango grelhado, alface americana, cenoura crua, tomate, c/ molho de iogurte","Sandwich, whole wheat bread, with breast chicken grilled, iceberg (crisphead) lettuce, raw carrot, tomato, with yogurt sauce",,Cereais e derivados,
C0477A,"Sanduíche, pão forma integral, c/ peito de peru defumado","Sandwich, whole wheat bread, with breast turkey smoked",,Cereais e derivados,
C0331A,"Sanduíche, pão forma integral, c/ peito de peru defumado e queijo minas","Sandwich, whole wheat bread, with breast turkey smoked and minas cheese",,Cereais e derivados,
C0343A,"Sanduíche, pão forma integral, c/ peito de peru defumado e queijo muçarela","Sandwich, whole wheat bread, with breast turkey smoked and mozzarella cheese",,Cereais e derivados,
C0355A,"Sanduíche, pão forma integral, c/ peito de peru defumado e queijo prato","Sandwich, whole wheat bread, with breast turkey smoked and prato cheese",,Cereais e derivados,
C0330A,"Sanduíche, pão forma integral, c/ peito de peru defumado, queijo minas, c/ maionese","Sandwich, whole wheat bread, with breast turkey smoked, minas cheese, with mayonnaise",,Cereais e derivados,
C0332A,"Sanduíche, pão forma integral, c/ peito de peru defumado, queijo minas, c/ manteiga","Sandwich, whole wheat bread, with breast turkey smoked, minas cheese, with butter",,Cereais e derivados,
C0338A,"Sanduíche, pão forma integral, c/ peito de peru defumado, queijo minas, c/ margarina","Sandwich, whole wheat bread, with breast turkey smoked, minas cheese, with margarine",,Cereais e derivados,
C0342A,"Sanduíche, pão forma integral, c/ peito de peru defumado, queijo muçarela, c/ maionese","Sandwich, whole wheat bread, with breast turkey smoked, mozzarella cheese, with mayonnaise",,Cereais e derivados,
C0344A,"Sanduíche, pão forma integral, c/ peito de peru defumado, queijo muçarela, c/ manteiga","Sandwich, whole wheat bread, with breast turkey smoked, mozzarella cheese, with butter",,Cereais e derivados,
C0350A,"Sanduíche, pão forma integral, c/ peito de peru defumado, queijo muçarela, c/ margarina","Sandwich, whole wheat bread, with breast turkey smoked, mozzarella cheese, with margarine",,Cereais e derivados,
C0354A,"Sanduíche, pão forma integral, c/ peito de peru defumado, queijo prato, c/ maionese","Sandwich, whole wheat bread, with breast turkey smoked, prato cheese, with mayonnaise",,Cereais e derivados,
C0356A,"Sanduíche, pão forma integral, c/ peito de peru defumado, queijo prato, c/ manteiga","Sandwich, whole wheat bread, with breast turkey smoked, prato cheese , with butter",,Cereais e derivados,
C0362A,"Sanduíche, pão forma integral, c/ peito de peru defumado, queijo prato, c/ margarina","Sandwich, whole wheat bread, with breast turkey smoked, prato cheese, with margarine",,Cereais e derivados,
C0302A,"Sanduíche, pão forma integral, c/ presunto","Sandwich, wheat whole bread, with ham",,Cereais e derivados,
C0304A,"Sanduíche, pão forma integral, c/ presunto, c/ maionese","Sandwich, wheat whole bread, with ham and mayonnaise",,Cereais e derivados,
C0306A,"Sanduíche, pão forma integral, c/ presunto, c/ manteiga","Sandwich, wheat whole bread, with ham, with butter",,Cereais e derivados,
C0309A,"Sanduíche, pão forma integral, c/ presunto, c/ margarina","Sandwich, wheat whole bread, with ham, with margarine",,Cereais e derivados,
C0381A,"Sanduíche, pão forma integral, c/ presunto, queijo muçarela, c/ cream cheese","Sandwich, with ham, mozzarella cheese, with cream cheese",,Cereais e derivados,
C0378A,"Sanduíche, pão forma integral, c/ presunto, queijo muçarela, c/ requeijão","Sandwich, with ham, mozzarella cheese, with chesse spread",,Cereais e derivados,
C0392A,"Sanduíche, pão forma integral, c/ queijo minas, alface americana, atum em conserva, tomate, c/ molho de iogurte","Sandwich, with brazilian cheese, iceberg (crisphead) lettuce, tuna canned canned, tomato, with yogurt sauce",,Cereais e derivados,
C0388A,"Sanduíche, pão forma integral, c/ queijo minas, alface americana, cenoura crua, tomate, c/ maionese","Sandwich, whole wheat bread, with cheese minas, iceberg (crisphead) lettuce, raw carrot, tomato, with mayonnaise",,Cereais e derivados,
C0852A,"Sanduíche, pão forma integral, c/ queijo minas, alface americana, cenoura crua, tomate, c/ maionese","Sandwich, with brazilian cheese, iceberg (crisphead) lettuce, raw carrot, tomato, with mayonnaise",,Cereais e derivados,
C0390A,"Sanduíche, pão forma integral, c/ queijo minas, alface americana, tomate, peito de peru defumado, pepino, c/ maionese","Sandwich, wholw wheat bread, with brazilian cheese, iceberg (crisphead) lettuce, tomato, breast turkey smoked, cucumber, with mayonnaise",,Cereais e derivados,
C0393A,"Sanduíche, pão forma integral, c/ queijo minas, alface americana, tomate, peito de peru defumado, pepino, c/ molho de iogurte","Sandwich, with brazilian cheese, iceberg (crisphead) lettuce, tomato, breast turkey smoked, cucumber, with yogurt sauce",,Cereais e derivados,
C0755A,"Sanduíche, pão forma integral, c/ queijo minas, alface e tomate","Sandwich, whole wheat bread, with brazilian cheese, lettuce and tomato",,Cereais e derivados,
C0389A,"Sanduíche, pão forma integral, c/ queijo minas, c/ alface americana, atum em conserva, tomate, c/ maionese","Sandwich, whole wheat bread, with brazilian heese, iceberg (crisphead) lettuce, tuna canned canned, tomato, with mayonnaise",,Cereais e derivados,
C0813A,"Sanduíche, pão forma integral, c/ queijo minas, c/ alface americana, cenoura crua, tomate, c/ molho de iogurte","Sandwich, with cheese minas fresh, iceberg (crisphead) lettuce, raw carrot, tomato, with yogurt sauce",,Cereais e derivados,
C0391A,"Sanduíche, pão forma integral, c/ queijo minas, rúcula, c/ maionese de frango com maçã","Sandwich, whole wheat bread, brazilian cheese, arugula, with mayonnaise with chicken and apple",,Cereais e derivados,
C0394A,"Sanduíche, pão forma integral, c/ queijo minas, rúcula, c/ molho de iogurte com frango e maçã","Sandwich, whole wheat bread, with brazilian chesse, arugula, with yogurt sauce with chicken and apple",,Cereais e derivados,
C0321A,"Sanduíche, pão forma integral, c/ queijo prato, c/ maionese","Sandwich, wheat whole bread, with prato cheese, with mayonnaise",,Cereais e derivados,
C0475A,"Sanduíche, pão forma integral, c/ requeijão","Sandwich, whole wheat bread, with spread cheese",,Cereais e derivados,
C0759A,"Sanduíche, pão forma integral, c/ ricota e temperos, alface e tomate","Sandwich, whole wheat bread, with ricotta and seasoning, lettuce and tomato",,Cereais e derivados,
C0499A,"Sanduíche, pão forma integral, c/ salmão, rúcula e cream cheese","Sandwich, whole wheat bread, with salmon, arugula and cream cheese",,Cereais e derivados,
C0492A,"Sanduíche, pão forma tradicional, atum em conserva e maionese","Sandwich, white bread, tuna canned and mayonnaise",,Cereais e derivados,
C0557A,"Sanduíche, pão forma tradicional, c/ alface, ovo mexido, muçarela, c/ sal","Sandwich, white bread, with lettuce, scrambled egg, mozzarella, with salt",,Cereais e derivados,
C0768A,"Sanduíche, pão forma tradicional, c/ alface, tomate, cenoura e pepino","Sandwich, white bread, with lettuce, tomato, carrot and cucumber",,Cereais e derivados,
C0764A,"Sanduíche, pão forma tradicional, c/ alface, tomate, cenoura, c/ molho de iogurte","Sandwich, white bread, with lettuce, tomato, carrot, with yogurt sauce",,Cereais e derivados,
C0753A,"Sanduíche, pão forma tradicional, c/ manteiga, c/ sal",,,Cereais e derivados,
C0752A,"Sanduíche, pão forma tradicional, c/ manteiga, s/ sal",,,Cereais e derivados,
C0319A,"Sanduíche, pão forma tradicional, c/ margarina, c/ sal",,,Cereais e derivados,
C0488A,"Sanduíche, pão forma tradicional, c/ margarina, s/ sal",,,Cereais e derivados,
C0622A,"Sanduíche, pão forma tradicional, c/ peito de frango grelhado (c/ óleo de soja), alface americana, cenoura crua, tomate, c/ sal","Sandwich, hwite wheat, with breast chicken grilled, iceberg (crisphead) lettuce, raw carrot, tomato, with salt",,Cereais e derivados,
C0323A,"Sanduíche, pão forma tradicional, c/ peito de frango grelhado, alface americana, cenoura crua e tomate","Sandwich, with breast chicken grilled, iceberg (crisphead) lettuce, raw carrot and tomato",,Cereais e derivados,
C0713A,"Sanduíche, pão forma tradicional, c/ peito de frango grelhado, alface americana, cenoura crua e tomate, s/ óleo, s/ sal","Sandwich, with breast chicken grilled, iceberg (crisphead) lettuce, raw carrot and tomato, without oil, unsalted",,Cereais e derivados,
C0451A,"Sanduíche, pão forma tradicional, c/ peito de frango grelhado, alface americana, cenoura crua, tomate, c/ maionese","Sandwich, white bread, with breast chicken grilled, iceberg (crisphead) lettuce, raw carrot, tomato, with mayonnaise",,Cereais e derivados,
C0326A,"Sanduíche, pão forma tradicional, c/ peito de frango grelhado, alface americana, cenoura crua, tomate, c/ molho de iogurte","Sandwich, white bread, with breast chicken grilled, americana lettuce, raw carrot, tomato, with yogurt sauce",,Cereais e derivados,
C0328A,"Sanduíche, pão forma tradicional, c/ peito de peru defumado e queijo minas","Sandwich, white bread, with breast turkey smoked and minas cheese",,Cereais e derivados,
C0340A,"Sanduíche, pão forma tradicional, c/ peito de peru defumado e queijo muçarela","Sandwich, white bread, with breast turkey smoked and mozzarella cheese",,Cereais e derivados,
C0352A,"Sanduíche, pão forma tradicional, c/ peito de peru defumado e queijo prato","Sandwich, white bread, with breast turkey smoked and prato cheese",,Cereais e derivados,
C0327A,"Sanduíche, pão forma tradicional, c/ peito de peru defumado, queijo minas, c/ maionese","Sandwich, white bread, with breast turkey smoked, minas cheese, with mayonnaise",,Cereais e derivados,
C0329A,"Sanduíche, pão forma tradicional, c/ peito de peru defumado, queijo minas, c/ manteiga","Sandwich, white bread, with breast turkey smoked, minas cheese, with butter",,Cereais e derivados,
C0336A,"Sanduíche, pão forma tradicional, c/ peito de peru defumado, queijo minas, c/ margarina","Sandwich, white bread, with breast turkey smoked, minas cheese, with margarine",,Cereais e derivados,
C0339A,"Sanduíche, pão forma tradicional, c/ peito de peru defumado, queijo muçarela, c/ maionese","Sandwich, white bread, with breast turkey smoked, mozzarella cheese, with mayonnaise",,Cereais e derivados,
C0341A,"Sanduíche, pão forma tradicional, c/ peito de peru defumado, queijo muçarela, c/ manteiga","Sandwich, white bread, with breast turkey smoked, mozzarella cheese, with butter",,Cereais e derivados,
C0348A,"Sanduíche, pão forma tradicional, c/ peito de peru defumado, queijo muçarela, c/ margarina","Sandwich, white bread, with breast turkey smoked, mozzarella cheese, with margarine",,Cereais e derivados,
C0351A,"Sanduíche, pão forma tradicional, c/ peito de peru defumado, queijo prato, c/ maionese","Sandwich, white bread, with breast turkey smoked, prato cheese, with mayonnaise",,Cereais e derivados,
C0353A,"Sanduíche, pão forma tradicional, c/ peito de peru defumado, queijo prato, c/ manteiga","Sandwich, white bread, with breast turkey smoked, prato cheese, with butter",,Cereais e derivados,
C0360A,"Sanduíche, pão forma tradicional, c/ peito de peru defumado, queijo prato, c/ margarina","Sandwich, white bread, with breast turkey smoked, prato cheese, with margarine",,Cereais e derivados,
C0301A,"Sanduíche, pão forma tradicional, c/ presunto, c/ maionese","Sandwich, white bread, with ham, with mayonnaise",,Cereais e derivados,
C0303A,"Sanduíche, pão forma tradicional, c/ presunto, c/ manteiga","Sandwich, white bread, with ham, with butter",,Cereais e derivados,
C0307A,"Sanduíche, pão forma tradicional, c/ presunto, c/ margarina","Sandwich, white bread, with ham, with margarine",,Cereais e derivados,
C0380A,"Sanduíche, pão forma tradicional, c/ presunto, queijo muçarela, c/ cream cheese","Sandwich, with ham, mozzarella cheese, with cream cheese",,Cereais e derivados,
C0377A,"Sanduíche, pão forma tradicional, c/ presunto, queijo muçarela, c/ requeijão","Sandwich, with ham, mozzarella cheese, with cheese spread",,Cereais e derivados,
C0756A,"Sanduíche, pão forma tradicional, c/ queijo minas, alface e tomate","Sandwich, white bread, with brazilian cheese, lettuce and tomato",,Cereais e derivados,
C0760A,"Sanduíche, pão forma tradicional, c/ ricota e temperos, alface e tomate","Sandwich, white bread, with ricotta and seasoning, lettuce and tomato",,Cereais e derivados,
C0501A,"Sanduíche, pão forma tradicional, sardinha e maionese","Sandwich, white bread, canned sardine and mayonnaise",,Cereais e derivados,
C0298A,"Sanduíche, pão francês c/ presunto, c/ manteiga","Sandwich, french bread, with ham, with butter",,Cereais e derivados,
C0766A,"Sanduíche, pão francês, c/ alface, tomate, cenoura e pepino","Sandwich, french bread, with lettuce, tomato, carrot and cucumber",,Cereais e derivados,
C0762A,"Sanduíche, pão francês, c/ alface, tomate, cenoura, c/ molho de iogurte","Sandwich, french bread, with lettuce, tomato, carrot, with yogurt sauce",,Cereais e derivados,
C0493A,"Sanduíche, pão francês, c/ carne assada, alface, tomate, maionese, c/ sal","Sandwich, french bread, roasted beef, lettuce, tomato, mayonnaise, with salt",,Cereais e derivados,
C0494A,"Sanduíche, pão francês, c/ carne assada, maionese, c/ sal","Sandwich, french bread, roasted beef, mayonnaise, with salt",,Cereais e derivados,
C0495A,"Sanduíche, pão francês, c/ carne suína refogada, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal","Sandwich, french bread, with braised pork meat, with tomato sauce (tomato, with oil, onion and garlic), with salt",,Cereais e derivados,
